pid,Image,HOO_Position,Total_Hits_Button,Total_Hits_H_D1,Total_Hits_H_D2,Total_Hits_H_N1,Total_Hits_H_N2,Total_Hits_H_O,Total_Hits_Instruction,Total_Hits_L_D1,Total_Hits_L_N1,Total_Hits_L_O,Total_Hits_Outside_of_AOIs,Total_Hits_R_D,Total_Hits_R_N,Total_Hits_Timer,New_Hits_Button,New_Hits_H_D1,New_Hits_H_D2,New_Hits_H_N1,New_Hits_H_N2,New_Hits_H_O,New_Hits_Instruction,New_Hits_L_D1,New_Hits_L_N1,New_Hits_L_O,New_Hits_Outside_of_AOIs,New_Hits_R_D,New_Hits_R_N,New_Hits_Timer,Total_AOI_Hits_All,New_AOI_Hits_All
wpi6j17320561193z94,P6.png,Left,12,12,14,8,10,10,24,2,10,10,1282,4,4,6,5,5,6,4,5,3,11,1,3,5,40,2,2,3,126,55
wpi6j17320561193z94,P7.png,Right,18,22,8,18,6,14,27,6,34,16,1181,14,10,4,9,9,4,9,2,7,13,3,16,7,74,6,5,2,197,92
wpi6j17320561193z94,P8.png,Right,20,34,28,16,14,18,20,26,10,8,1437,6,14,0,9,16,12,7,7,9,8,10,4,4,76,2,7,0,214,95
wpi6j17320561193z94,P9.png,Right,35,36,26,18,8,14,66,38,12,20,2157,26,24,6,14,17,12,9,4,6,26,17,6,9,118,11,11,3,329,145
wpi61i73396523t4991,IC1.png,Left,3,2,17,0,6,2,10,13,8,6,235,10,4,0,2,1,8,0,3,1,4,5,4,3,29,5,2,0,81,38
wpi61i73396523t4991,IC10.png,Right,7,2,0,0,0,0,22,0,0,0,107,20,12,0,3,1,0,0,0,0,6,0,0,0,16,6,6,0,63,22
wpi61i73396523t4991,IC11.png,Right,6,4,0,0,0,0,4,0,0,0,70,9,11,0,2,1,0,0,0,0,2,0,0,0,13,4,4,0,34,13
wpi61i73396523t4991,IC12.png,Right,2,0,0,0,0,0,24,2,0,0,83,20,4,0,1,0,0,0,0,0,9,1,0,0,16,10,2,0,52,23
wpi61i73396523t4991,IC2.png,Left,0,0,2,0,0,0,18,0,0,0,85,13,8,0,0,0,1,0,0,0,6,0,0,0,13,5,3,0,41,15
wpi61i73396523t4991,IC3.png,Left,5,0,0,0,0,0,25,0,0,0,111,2,4,0,2,0,0,0,0,0,7,0,0,0,11,1,2,0,36,12
wpi61i73396523t4991,IC4.png,Left,2,0,6,0,10,2,22,4,36,10,391,3,2,20,1,0,3,0,4,1,6,2,13,4,37,1,1,5,117,41
wpi61i73396523t4991,IC5.png,Left,4,0,0,3,0,0,23,15,4,6,179,4,2,0,2,0,0,1,0,0,6,6,2,3,21,2,1,0,61,23
wpi61i73396523t4991,IC6.png,Left,2,0,2,0,0,0,23,2,0,6,93,6,4,2,1,0,1,0,0,0,8,1,0,2,17,3,2,1,47,19
wpi61i73396523t4991,IC7.png,Right,5,4,0,0,0,3,38,0,0,2,101,15,6,0,2,2,0,0,0,1,8,0,0,1,20,5,3,0,73,22
wpi61i73396523t4991,IC8.png,Right,2,0,2,0,10,0,21,0,0,0,112,18,4,0,1,0,1,0,2,0,6,0,0,0,14,5,2,0,57,17
wpi61i73396523t4991,IC9.png,Right,9,2,4,4,6,4,12,0,4,4,172,2,2,2,3,1,2,2,2,2,4,0,2,1,18,1,1,1,55,22
wpi61i73396523t4991,P1.png,Left,0,6,29,0,8,14,29,11,18,2,376,2,11,6,0,2,11,0,4,6,9,4,5,1,46,1,5,2,136,50
wpi61i73396523t4991,P10.png,Right,10,36,6,32,16,17,34,32,27,15,686,10,10,6,4,15,3,10,7,7,12,13,10,6,74,4,5,3,251,99
wpi61i73396523t4991,P11.png,Right,6,6,46,3,8,15,26,2,3,2,712,5,10,0,2,3,15,1,2,5,9,1,1,1,40,2,4,0,132,46
wpi61i73396523t4991,P12.png,Right,10,48,38,48,52,58,28,48,26,34,1133,2,14,5,3,20,15,18,16,21,14,17,12,16,134,1,6,2,411,161
wpi61i73396523t4991,P2.png,Left,32,0,18,3,14,6,47,34,6,9,1051,16,21,0,13,0,7,1,7,3,18,12,3,4,73,8,10,0,206,86
wpi61i73396523t4991,P3.png,Left,12,0,32,0,16,10,12,35,2,20,678,17,6,6,5,0,13,0,7,5,6,14,1,7,55,8,3,1,168,70
wpi61i73396523t4991,P4.png,Left,9,6,22,8,27,10,82,29,30,27,1033,15,17,2,4,2,9,2,7,5,28,12,10,12,85,7,8,1,284,107
wpi61i73396523t4991,P5.png,Left,10,8,39,10,55,14,109,33,65,50,1285,10,41,16,5,4,16,4,22,7,26,14,21,22,140,4,14,7,460,166
wpi61i73396523t4991,P6.png,Left,8,0,31,4,16,13,26,30,5,20,699,6,15,14,4,0,11,2,5,5,11,15,2,9,65,3,6,6,188,79
wpi61i73396523t4991,P7.png,Right,4,17,20,20,14,18,36,4,8,20,367,2,8,0,2,7,7,8,4,6,10,2,3,7,50,1,4,0,171,61
wpi61i73396523t4991,P8.png,Right,18,22,43,44,16,29,58,8,6,20,1074,10,22,4,7,10,17,15,7,10,18,3,3,8,89,5,9,2,300,114
wpi61i73396523t4991,P9.png,Right,2,19,33,12,32,18,40,0,0,6,894,0,8,6,1,8,15,6,12,9,11,0,0,2,61,0,4,3,176,71
wpi61741q21v7504699,CC1.png,Left,0,324,126,22,82,74,94,126,184,66,3887,0,2,22,0,111,48,10,33,33,30,46,66,29,358,0,1,11,1122,418
wpi61741q21v7504699,CC10.png,Right,8,48,18,64,14,12,84,26,26,22,1057,2,10,12,3,20,5,16,6,5,27,12,11,11,100,1,4,5,346,126
wpi61741q21v7504699,CC11.png,Right,0,172,22,154,52,62,110,219,56,104,3076,6,24,48,0,55,9,49,18,19,36,76,21,42,286,3,12,19,1029,359
wpi61741q21v7504699,CC12.png,Right,14,130,38,118,119,58,260,238,59,102,5340,34,16,78,6,52,17,48,41,22,88,78,26,45,382,15,8,23,1264,469
wpi61741q21v7504699,CC2.png,Left,0,166,84,69,85,72,104,42,56,40,3301,0,14,24,0,67,32,27,30,32,32,17,23,19,244,0,7,11,756,297
wpi61741q21v7504699,CC3.png,Left,4,410,100,100,74,100,90,49,66,44,3256,2,10,12,2,131,39,40,26,42,38,25,25,18,330,1,3,6,1061,396
wpi61741q21v7504699,CC4.png,Left,10,702,182,266,248,232,252,50,56,172,8888,0,51,78,5,248,72,104,83,88,84,21,22,54,712,0,22,31,2299,834
wpi61741q21v7504699,CC5.png,Left,4,114,66,143,165,100,62,8,28,34,3343,0,8,120,2,45,24,54,61,36,22,4,13,16,281,0,3,49,852,329
wpi61741q21v7504699,CC6.png,Left,0,158,65,88,76,62,278,4,16,50,1957,0,4,20,0,61,26,27,27,28,75,2,8,18,243,0,2,7,821,281
wpi61741q21v7504699,CC7.png,Right,0,61,20,121,106,26,40,152,170,56,3346,0,12,46,0,25,7,43,37,12,15,50,50,27,259,0,6,22,810,294
wpi61741q21v7504699,CC8.png,Right,0,56,30,108,68,34,74,118,40,82,2687,4,2,14,0,23,13,41,28,15,24,48,17,29,213,2,1,7,630,248
wpi61741q21v7504699,CC9.png,Right,0,39,2,44,10,10,280,76,60,114,2020,0,4,86,0,18,1,15,5,5,72,30,22,33,195,0,2,20,725,223
wpi61741q21v7504699,P1.png,Left,4,600,64,78,32,68,226,36,30,24,3279,2,10,8,2,159,28,26,14,28,67,16,14,10,330,1,5,3,1182,373
wpi61741q21v7504699,P10.png,Right,0,66,10,32,12,12,143,48,20,50,1159,0,14,12,0,22,5,11,6,6,43,16,9,17,128,0,6,6,419,147
wpi61741q21v7504699,P11.png,Right,0,28,8,36,0,4,56,76,32,54,952,0,2,36,0,10,2,11,0,2,17,32,14,23,102,0,1,12,332,124
wpi61741q21v7504699,P12.png,Right,0,50,18,84,38,46,110,180,144,78,4096,0,10,38,0,19,9,31,14,18,46,69,57,30,265,0,5,17,796,315
wpi61741q21v7504699,P2.png,Left,0,152,20,72,40,30,92,0,16,4,1809,2,6,20,0,57,10,21,15,13,31,0,6,1,145,1,3,8,454,166
wpi61741q21v7504699,P3.png,Left,0,180,54,148,66,116,137,4,60,30,3047,2,12,104,0,67,25,57,29,49,43,1,25,11,294,1,5,36,913,349
wpi61741q21v7504699,P4.png,Left,0,56,36,14,16,14,24,4,16,12,965,0,6,6,0,20,15,7,6,7,11,2,7,6,66,0,2,3,204,86
wpi61741q21v7504699,P5.png,Left,0,212,18,32,14,14,82,0,16,2,1140,2,2,10,0,75,7,12,7,7,21,0,6,1,128,1,1,5,404,143
wpi61741q21v7504699,P6.png,Left,0,304,62,102,108,98,50,10,76,46,4727,0,0,22,0,110,23,38,44,35,17,3,34,19,289,0,0,8,878,331
wpi61741q21v7504699,P7.png,Right,0,36,4,28,40,30,235,244,40,46,2254,2,4,10,0,16,2,14,17,10,69,90,13,18,238,1,1,4,719,255
wpi61741q21v7504699,P8.png,Right,0,27,8,126,10,14,36,96,58,74,2731,4,2,90,0,10,4,40,3,7,11,35,24,25,160,2,1,35,545,197
wpi61741q21v7504699,P9.png,Right,2,42,2,18,26,14,72,236,24,20,1358,2,4,18,1,17,1,7,6,7,21,75,8,9,142,1,2,4,480,159
wpi617411a0613131e6,CC1.png,Left,30,107,131,71,56,46,181,6,10,22,2979,44,43,7,13,38,52,23,21,20,63,3,5,10,218,19,17,3,754,287
wpi617411a0613131e6,CC10.png,Right,2,10,0,4,0,0,23,51,14,6,626,2,6,0,1,4,0,2,0,0,9,17,6,3,40,1,3,0,118,46
wpi617411a0613131e6,CC11.png,Right,4,24,6,28,2,12,163,29,26,35,868,12,37,8,2,11,2,10,1,6,48,11,12,17,108,5,14,4,386,143
wpi617411a0613131e6,CC12.png,Right,12,71,16,28,0,17,108,41,19,29,870,23,40,2,6,25,7,13,0,7,39,18,9,13,118,8,14,1,406,160
wpi617411a0613131e6,CC2.png,Left,137,142,28,91,26,45,314,12,6,9,3720,42,46,32,53,55,13,37,9,21,96,5,2,3,294,19,19,9,930,341
wpi617411a0613131e6,CC3.png,Left,32,12,67,8,4,10,65,6,2,2,955,26,42,0,12,6,29,4,1,5,25,3,1,1,82,11,18,0,276,116
wpi617411a0613131e6,CC4.png,Left,3,12,28,36,35,25,17,0,2,4,620,6,4,19,1,5,10,16,17,11,8,0,1,2,53,3,2,8,191,84
wpi617411a0613131e6,CC5.png,Left,24,59,54,20,15,8,169,14,9,10,1377,36,57,0,10,23,18,9,5,4,54,7,4,5,140,16,24,0,475,179
wpi617411a0613131e6,CC6.png,Left,54,46,16,17,6,6,351,6,0,2,2201,76,33,2,19,22,7,4,3,3,104,3,0,1,182,32,15,1,615,214
wpi617411a0613131e6,CC7.png,Right,12,30,8,24,11,8,77,64,43,37,1012,22,20,4,6,13,4,9,4,4,33,26,18,17,120,11,9,2,360,156
wpi617411a0613131e6,CC8.png,Right,4,126,6,18,0,17,142,97,30,58,1468,3,43,11,1,43,3,7,0,6,51,40,11,25,168,1,16,5,555,209
wpi617411a0613131e6,CC9.png,Right,61,217,68,75,16,77,195,135,41,99,2906,74,83,16,25,83,26,31,6,32,71,57,19,44,346,28,32,6,1157,460
wpi617411a0613131e6,P1.png,Left,2,26,16,29,33,22,26,9,2,8,840,6,3,22,1,12,7,14,12,10,10,4,1,3,69,3,1,9,204,87
wpi617411a0613131e6,P10.png,Right,32,34,55,2,12,16,104,2,0,11,715,31,41,0,11,14,18,1,5,8,27,1,0,4,96,14,16,0,340,119
wpi617411a0613131e6,P11.png,Right,2,13,0,0,3,0,227,7,0,0,651,21,15,0,1,5,0,0,1,0,58,3,0,0,71,10,6,0,288,84
wpi617411a0613131e6,P12.png,Right,12,41,7,23,4,2,236,66,27,8,1772,22,12,4,6,16,2,9,2,1,61,26,13,4,132,11,6,2,464,159
wpi617411a0613131e6,P2.png,Left,4,110,48,26,23,23,218,16,6,4,2168,10,23,5,2,48,20,12,11,10,78,6,2,2,169,5,10,2,516,208
wpi617411a0613131e6,P3.png,Left,17,56,47,38,20,34,89,0,2,2,1749,27,16,8,8,23,20,15,9,17,32,0,1,1,121,9,8,4,356,147
wpi617411a0613131e6,P4.png,Left,26,15,93,16,8,9,82,74,28,44,822,9,18,2,8,5,24,5,3,4,23,25,11,19,106,4,8,1,424,140
wpi617411a0613131e6,P5.png,Left,28,28,87,4,10,18,118,19,4,17,797,18,40,0,12,11,33,1,5,8,32,9,2,7,104,9,19,0,391,148
wpi617411a0613131e6,P6.png,Left,33,30,10,23,19,8,294,2,3,6,2211,52,28,6,14,12,2,9,7,4,76,1,1,2,142,21,11,3,514,163
wpi617411a0613131e6,P7.png,Right,55,44,14,32,12,8,524,116,89,47,4029,105,61,7,22,18,5,15,5,4,152,41,33,19,305,42,24,3,1114,383
wpi617411a0613131e6,P8.png,Right,48,16,11,8,2,0,257,44,17,22,1590,49,47,6,18,8,4,3,1,0,70,20,8,10,156,19,18,3,527,182
wpi617411a0613131e6,P9.png,Right,0,56,8,34,4,19,168,93,34,55,1602,13,27,6,0,19,4,13,2,9,55,35,13,21,148,6,12,3,517,192
wpi61732f06186998p5,IC1.png,Left,12,6,100,2,45,18,122,14,24,40,945,8,59,4,6,3,43,1,19,7,48,6,12,17,140,4,27,2,454,195
wpi61732f06186998p5,IC10.png,Right,12,41,0,14,0,6,129,20,9,12,534,12,40,0,5,17,0,6,0,3,45,10,5,6,94,6,18,0,295,121
wpi61732f06186998p5,IC11.png,Right,34,142,26,37,14,28,69,42,34,57,1349,11,86,4,14,63,12,18,6,12,27,19,13,21,203,6,40,2,584,253
wpi61732f06186998p5,IC12.png,Right,2,53,2,35,4,10,102,63,65,52,960,4,8,6,1,24,1,17,2,4,40,27,27,25,131,2,4,2,406,176
wpi61732f06186998p5,IC2.png,Left,22,24,148,4,33,18,170,28,57,49,1363,40,80,4,10,11,59,2,17,9,65,12,17,22,209,20,39,2,677,285
wpi61732f06186998p5,IC3.png,Left,20,90,273,24,103,114,246,46,38,105,2258,22,97,16,9,33,114,10,44,49,87,18,18,43,355,11,44,7,1194,487
wpi61732f06186998p5,IC4.png,Left,2,48,68,12,4,20,137,2,2,10,619,22,24,0,1,20,25,4,2,10,55,1,1,4,103,9,10,0,351,142
wpi61732f06186998p5,IC5.png,Left,0,31,77,2,32,68,84,0,12,10,630,4,12,2,0,13,34,1,15,27,32,0,5,4,103,2,6,1,334,140
wpi61732f06186998p5,IC6.png,Left,28,14,100,4,18,22,140,12,16,31,924,49,78,0,12,5,40,2,7,9,57,5,7,16,161,23,38,0,512,221
wpi61732f06186998p5,IC7.png,Right,0,49,0,10,0,4,44,36,6,46,461,2,14,4,0,20,0,5,0,2,19,17,3,18,68,1,6,2,215,93
wpi61732f06186998p5,IC8.png,Right,18,180,16,47,0,24,245,110,39,84,1745,21,70,16,8,82,8,23,0,11,102,49,19,38,290,11,34,6,870,391
wpi61732f06186998p5,IC9.png,Right,36,70,18,24,4,36,117,66,25,65,1184,39,73,2,15,30,8,10,2,15,43,31,9,23,182,17,33,1,575,237
wpi61732f06186998p5,P1.png,Left,14,3,17,10,26,18,18,8,8,4,878,8,6,2,6,2,8,3,12,8,7,4,4,2,55,4,2,1,142,63
wpi61732f06186998p5,P10.png,Right,12,105,10,80,4,34,105,52,16,53,1264,20,30,6,5,46,5,34,2,16,42,24,8,25,172,9,15,3,527,234
wpi61732f06186998p5,P11.png,Right,2,77,17,51,2,26,64,16,51,29,852,2,16,37,1,34,8,22,1,13,23,7,19,15,124,1,7,16,390,167
wpi61732f06186998p5,P12.png,Right,2,63,2,66,13,28,56,52,31,29,2312,2,14,18,1,29,1,26,7,13,23,25,15,15,144,1,7,9,376,172
wpi61732f06186998p5,P2.png,Left,16,87,343,67,215,78,173,30,73,160,3259,20,64,22,8,40,132,29,88,35,64,14,28,67,408,9,31,10,1348,555
wpi61732f06186998p5,P3.png,Left,26,14,96,8,51,16,60,55,30,33,1365,14,47,0,11,6,43,4,20,8,22,24,13,14,151,7,24,0,450,196
wpi61732f06186998p5,P4.png,Left,4,18,17,30,25,14,22,8,16,14,502,8,8,8,2,5,8,15,12,5,9,3,4,6,64,4,4,2,192,79
wpi61732f06186998p5,P5.png,Left,3,9,49,29,54,26,30,26,29,49,1108,2,18,39,2,4,22,13,26,12,10,13,13,23,127,1,8,14,363,161
wpi61732f06186998p5,P6.png,Left,0,22,38,22,43,24,42,18,26,38,850,4,6,5,0,11,17,10,17,10,14,8,12,15,97,2,3,3,288,122
wpi61732f06186998p5,P7.png,Right,15,52,36,24,9,41,55,20,24,23,841,14,25,2,7,27,16,10,6,16,22,9,10,11,113,7,12,1,340,154
wpi61732f06186998p5,P8.png,Right,6,59,6,39,0,17,141,19,6,22,629,26,44,5,3,19,3,18,0,8,42,9,2,9,109,12,18,1,390,144
wpi61732f06186998p5,P9.png,Right,58,210,128,44,40,74,97,66,16,52,2759,42,121,14,29,91,55,21,17,33,42,23,6,20,348,20,56,7,962,420
wpi6l174m1221155790,CC1.png,Left,73,217,353,118,96,167,770,165,71,243,4805,65,152,0,26,70,103,37,34,62,192,58,25,75,613,20,62,0,2490,764
wpi6l174m1221155790,CC10.png,Right,6,93,25,95,50,34,126,191,147,69,2240,8,2,18,3,30,8,35,17,15,39,61,44,30,243,4,1,9,864,296
wpi6l174m1221155790,CC11.png,Right,12,146,22,117,49,36,331,96,63,85,2066,33,67,21,3,54,8,39,15,14,84,29,21,31,265,15,27,8,1078,348
wpi6l174m1221155790,CC12.png,Right,10,219,8,210,17,58,423,150,170,229,3359,6,42,65,4,71,3,67,7,18,92,55,58,71,395,2,16,27,1607,491
wpi6l174m1221155790,CC2.png,Left,12,254,284,409,538,310,146,70,149,138,12153,6,57,384,5,98,106,130,178,119,51,22,51,52,783,2,21,140,2757,975
wpi6l174m1221155790,CC3.png,Left,36,240,378,73,153,216,686,61,70,150,4282,75,125,6,11,74,130,27,49,80,182,20,24,52,538,27,45,2,2269,723
wpi6l174m1221155790,CC4.png,Left,2,120,121,52,99,93,371,16,39,95,1717,6,23,2,1,42,39,15,34,35,70,5,15,29,242,2,10,1,1039,298
wpi6l174m1221155790,CC5.png,Left,0,129,133,71,171,138,66,31,92,64,4082,2,4,84,0,38,38,22,53,48,23,14,32,24,263,1,1,31,985,325
wpi6l174m1221155790,CC6.png,Left,4,166,390,33,125,140,839,35,56,133,3439,23,133,14,2,57,124,11,47,50,212,14,17,53,520,10,54,5,2091,656
wpi6l174m1221155790,CC7.png,Right,0,165,23,41,50,65,359,95,34,55,1730,10,43,2,0,56,9,15,16,24,82,34,12,22,238,5,17,1,942,293
wpi6l174m1221155790,CC8.png,Right,16,276,105,358,235,150,231,219,254,269,5988,12,58,106,6,96,38,126,70,56,71,67,83,90,600,5,20,36,2289,764
wpi6l174m1221155790,CC9.png,Right,76,329,63,85,36,105,715,186,56,134,4336,117,195,4,26,114,24,29,14,37,198,70,15,48,534,44,75,2,2101,696
wpi6l174m1221155790,P1.png,Left,9,218,238,171,196,258,368,54,97,127,4894,26,73,31,4,79,82,58,73,91,115,22,30,45,520,11,24,15,1866,649
wpi6l174m1221155790,P10.png,Right,33,447,282,197,242,183,554,158,50,131,5907,95,167,19,10,138,99,62,82,61,140,52,19,47,649,34,56,8,2558,808
wpi6l174m1221155790,P11.png,Right,117,100,121,35,36,42,253,50,18,32,2582,56,63,7,48,38,45,14,11,16,86,20,8,16,278,24,25,4,930,355
wpi6l174m1221155790,P12.png,Right,143,286,281,192,219,182,727,106,79,97,9042,129,125,68,61,109,110,80,77,70,205,38,30,44,767,55,47,26,2634,952
wpi6l174m1221155790,P2.png,Left,131,70,271,56,127,88,695,290,90,176,6611,109,135,7,52,28,100,23,44,33,166,103,37,64,603,42,51,3,2245,746
wpi6l174m1221155790,P3.png,Left,201,94,277,42,115,89,688,317,81,94,8394,155,199,35,72,32,98,17,41,36,199,114,33,39,664,60,72,13,2387,826
wpi6l174m1221155790,P4.png,Left,9,167,287,74,119,153,445,31,74,124,2552,16,41,8,4,54,90,24,44,53,97,12,25,32,362,7,17,4,1548,463
wpi6l174m1221155790,P5.png,Left,105,54,158,30,102,55,294,145,57,74,3805,101,80,12,35,24,59,8,38,21,82,53,22,28,354,42,32,4,1267,448
wpi6l174m1221155790,P6.png,Left,8,425,537,278,244,386,462,88,124,187,5630,22,107,46,4,137,180,88,96,136,126,30,39,70,748,10,46,19,2914,981
wpi6l174m1221155790,P7.png,Right,36,233,250,203,183,143,439,207,203,209,8834,20,48,98,13,86,93,74,71,56,108,70,69,71,630,8,18,33,2272,770
wpi6l174m1221155790,P8.png,Right,103,166,241,62,74,79,345,44,32,52,4593,89,121,16,38,66,91,23,28,27,103,15,11,18,430,37,48,8,1424,513
wpi6l174m1221155790,P9.png,Right,34,520,177,277,271,279,496,397,111,291,6197,27,103,42,14,171,56,97,83,103,124,115,37,104,756,10,36,15,3025,965
wpi61qv740192824504,CC1.png,Left,1,2,5,4,1,2,7,1,0,0,96,7,1,0,1,2,4,1,1,1,6,1,0,0,19,3,1,0,31,21
wpi61qv740192824504,CC10.png,Right,0,1,0,1,0,1,8,3,2,7,109,0,0,0,0,1,0,1,0,1,6,3,2,5,18,0,0,0,23,19
wpi61qv740192824504,CC11.png,Right,0,1,0,1,0,0,10,9,0,3,95,3,1,0,0,1,0,1,0,0,7,9,0,3,21,3,1,0,28,25
wpi61qv740192824504,CC12.png,Right,0,4,1,1,1,0,12,4,1,2,103,3,3,0,0,4,1,1,1,0,9,3,1,2,23,3,3,0,32,28
wpi61qv740192824504,CC2.png,Left,0,10,10,5,2,3,7,1,0,0,92,1,1,0,0,8,7,3,2,3,6,1,0,0,24,1,1,0,40,32
wpi61qv740192824504,CC3.png,Left,3,0,6,0,0,1,6,1,0,1,88,2,3,0,3,0,5,0,0,1,4,1,0,1,19,2,3,0,23,20
wpi61qv740192824504,CC4.png,Left,3,3,4,0,1,3,13,0,0,0,88,2,2,0,3,2,4,0,1,3,7,0,0,0,21,2,2,0,31,24
wpi61qv740192824504,CC5.png,Left,2,3,7,0,1,2,2,1,4,3,78,1,8,0,2,3,7,0,1,1,2,1,4,2,25,1,6,0,34,30
wpi61qv740192824504,CC6.png,Left,1,5,9,0,1,2,10,0,0,1,64,2,3,0,1,4,8,0,1,2,7,0,0,1,24,2,3,0,34,29
wpi61qv740192824504,CC7.png,Right,1,5,1,2,0,1,17,8,4,1,91,5,4,0,1,4,1,2,0,1,15,5,3,1,29,5,4,0,49,42
wpi61qv740192824504,CC8.png,Right,1,4,0,3,0,0,2,0,0,0,76,1,6,0,1,4,0,1,0,0,1,0,0,0,9,1,3,0,17,11
wpi61qv740192824504,CC9.png,Right,0,2,0,2,0,0,3,18,13,6,164,0,0,0,0,2,0,1,0,0,3,14,10,6,27,0,0,0,44,36
wpi61qv740192824504,P1.png,Left,6,2,18,0,8,0,7,8,19,16,209,3,8,0,4,2,10,0,7,0,5,4,5,6,43,3,5,0,95,51
wpi61qv740192824504,P10.png,Right,20,21,2,12,0,2,11,5,5,8,641,1,1,0,13,12,1,7,0,2,10,4,5,5,53,1,1,0,88,61
wpi61qv740192824504,P11.png,Right,7,25,41,26,4,29,29,19,22,24,577,10,6,1,7,14,14,16,4,12,25,16,16,16,129,8,5,1,243,154
wpi61qv740192824504,P12.png,Right,29,15,52,11,17,9,9,2,5,10,653,11,4,1,22,11,28,9,13,9,8,1,4,7,104,10,4,1,175,127
wpi61qv740192824504,P2.png,Left,11,1,7,2,18,3,5,17,10,10,333,4,5,5,9,1,3,1,7,2,5,12,6,8,62,4,5,4,98,67
wpi61qv740192824504,P3.png,Left,7,0,6,0,0,0,10,3,0,0,172,16,10,0,7,0,2,0,0,0,9,3,0,0,34,12,8,0,52,41
wpi61qv740192824504,P4.png,Left,26,16,10,10,11,9,27,22,9,13,1022,13,13,4,19,13,8,9,6,9,25,16,8,9,123,12,12,4,183,150
wpi61qv740192824504,P5.png,Left,9,0,1,0,0,0,1,1,0,0,100,6,1,0,4,0,1,0,0,0,1,1,0,0,10,2,1,0,19,10
wpi61qv740192824504,P6.png,Left,14,2,4,0,0,2,18,6,3,3,443,15,15,2,12,2,3,0,0,2,12,6,3,3,53,13,11,2,84,69
wpi61qv740192824504,P7.png,Right,8,0,0,0,0,0,0,0,0,0,46,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,8,5
wpi61qv740192824504,P8.png,Right,5,5,0,1,0,5,0,0,0,0,81,3,2,0,3,2,0,1,0,3,0,0,0,0,11,3,2,0,21,14
wpi61qv740192824504,P9.png,Right,1,9,1,0,0,0,20,4,2,1,102,1,5,0,1,6,1,0,0,0,11,3,2,1,26,1,4,0,44,30
wpi617396q4267631u4,CC1.png,Left,21,20,35,44,16,23,22,26,16,18,1079,8,8,4,7,9,17,16,8,10,9,13,6,9,82,3,4,2,261,113
wpi617396q4267631u4,CC10.png,Right,4,13,15,9,12,10,16,6,0,10,430,2,2,8,2,6,7,4,5,5,7,3,0,4,36,1,1,2,107,47
wpi617396q4267631u4,CC11.png,Right,4,21,10,16,18,24,54,9,12,14,642,4,32,4,2,8,5,6,8,8,16,3,5,5,63,2,13,2,222,83
wpi617396q4267631u4,CC12.png,Right,17,35,39,33,36,35,10,7,13,24,1015,2,4,10,5,16,14,16,16,13,2,3,5,8,86,1,2,4,265,105
wpi617396q4267631u4,CC2.png,Left,8,51,67,55,62,10,51,57,29,36,2186,10,22,8,4,20,24,23,26,5,17,26,12,17,148,5,8,4,466,191
wpi617396q4267631u4,CC3.png,Left,6,4,35,0,24,14,10,46,21,21,915,6,8,8,3,2,16,0,10,7,4,20,10,9,70,2,3,3,203,89
wpi617396q4267631u4,CC4.png,Left,8,14,47,2,38,15,4,14,16,11,490,0,8,2,3,6,17,1,12,6,2,7,7,5,55,0,4,1,179,71
wpi617396q4267631u4,CC5.png,Left,18,2,18,0,4,4,24,14,8,9,730,6,12,5,6,1,9,0,2,2,8,7,3,4,47,3,6,2,124,53
wpi617396q4267631u4,CC6.png,Left,4,16,67,12,29,43,4,32,20,25,841,0,14,6,2,7,28,5,14,20,2,12,9,11,98,0,7,3,272,120
wpi617396q4267631u4,CC7.png,Right,18,15,45,15,10,18,4,13,2,8,547,6,10,0,7,4,15,7,5,7,2,6,1,4,58,3,5,0,164,66
wpi617396q4267631u4,CC8.png,Right,2,34,18,27,18,17,25,10,4,8,1141,4,25,10,1,13,7,7,7,8,9,5,2,4,69,2,11,4,202,80
wpi617396q4267631u4,CC9.png,Right,22,49,17,16,16,25,58,21,2,12,1484,4,30,4,10,22,8,7,8,12,20,9,1,6,97,2,13,2,276,120
wpi617396q4267631u4,P1.png,Left,83,23,32,8,38,18,12,68,21,27,1059,4,32,12,21,6,12,4,12,6,5,24,8,13,105,2,14,6,378,133
wpi617396q4267631u4,P10.png,Right,10,43,20,16,24,20,28,4,14,10,1018,2,11,8,5,15,8,6,10,10,11,2,6,5,75,1,5,3,210,87
wpi617396q4267631u4,P11.png,Right,13,48,23,25,52,16,27,22,2,14,792,8,30,2,5,22,10,11,18,8,12,9,1,5,95,4,13,1,282,119
wpi617396q4267631u4,P12.png,Right,44,28,20,8,6,12,40,22,12,2,1353,12,18,4,19,12,8,4,3,6,17,10,5,1,86,6,7,2,228,100
wpi617396q4267631u4,P2.png,Left,41,46,45,8,32,14,62,46,14,22,2047,30,24,8,16,20,20,4,14,6,26,17,7,10,128,12,11,3,392,166
wpi617396q4267631u4,P3.png,Left,40,42,41,73,48,47,74,43,30,23,3174,10,28,20,18,17,19,26,23,22,34,20,14,11,191,5,14,10,519,233
wpi617396q4267631u4,P4.png,Left,6,10,26,0,10,9,28,12,14,16,464,4,15,4,3,5,10,0,4,3,9,6,7,6,44,1,4,2,154,60
wpi617396q4267631u4,P5.png,Left,6,6,27,2,21,16,4,25,23,31,701,4,12,4,3,2,9,1,6,7,2,11,9,14,59,2,5,2,181,73
