pid,Image,HOO_Position,Total_Hits_Button,Total_Hits_H_D1,Total_Hits_H_D2,Total_Hits_H_N1,Total_Hits_H_N2,Total_Hits_H_O,Total_Hits_Instruction,Total_Hits_L_D1,Total_Hits_L_N1,Total_Hits_L_O,Total_Hits_Outside_of_AOIs,Total_Hits_R_D,Total_Hits_R_N,Total_Hits_Timer,New_Hits_Button,New_Hits_H_D1,New_Hits_H_D2,New_Hits_H_N1,New_Hits_H_N2,New_Hits_H_O,New_Hits_Instruction,New_Hits_L_D1,New_Hits_L_N1,New_Hits_L_O,New_Hits_Outside_of_AOIs,New_Hits_R_D,New_Hits_R_N,New_Hits_Timer,Total_AOI_Hits_All,New_AOI_Hits_All
wpi61v729990s628152,IC1.png,Left,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC10.png,Right,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC11.png,Right,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC12.png,Right,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC2.png,Left,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC3.png,Left,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC4.png,Left,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC5.png,Left,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC6.png,Left,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC7.png,Right,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC8.png,Right,0,0,0,0,0,0,0,0,0,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,IC9.png,Right,0,0,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P1.png,Left,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P10.png,Right,0,0,0,0,0,0,0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P11.png,Right,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P12.png,Right,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P2.png,Left,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P3.png,Left,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P4.png,Left,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P5.png,Left,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P6.png,Left,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P7.png,Right,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P8.png,Right,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi61v729990s628152,P9.png,Right,0,0,0,0,0,0,0,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wpi6p17372196220r04,IC1.png,Left,22,11,76,2,41,12,327,56,64,45,2501,73,59,4,11,5,34,1,18,5,95,26,28,21,228,26,25,2,792,297
wpi6p17372196220r04,IC10.png,Right,8,42,38,26,30,24,174,4,0,10,1350,81,61,0,4,21,15,8,12,9,52,2,0,5,146,27,25,0,498,180
wpi6p17372196220r04,IC11.png,Right,12,123,40,31,44,60,406,30,6,14,3091,28,60,4,6,48,19,11,18,26,115,11,3,7,239,14,26,2,858,306
wpi6p17372196220r04,IC12.png,Right,26,46,37,30,8,56,287,8,0,8,1720,64,44,4,11,21,15,14,4,21,63,4,0,4,164,19,20,2,618,198
wpi6p17372196220r04,IC2.png,Left,23,119,114,56,31,49,515,103,79,52,5186,69,69,2,11,41,46,16,15,16,158,43,34,22,379,31,30,1,1281,464
wpi6p17372196220r04,IC3.png,Left,25,31,152,2,17,18,74,129,56,77,1710,59,64,4,10,11,56,1,8,8,34,38,21,31,217,23,29,2,708,272
wpi6p17372196220r04,IC4.png,Left,4,18,27,2,26,21,127,22,70,40,1437,6,12,0,2,6,14,1,12,8,35,9,24,18,107,3,5,0,375,137
wpi6p17372196220r04,IC5.png,Left,73,57,70,8,2,27,332,35,28,26,2251,71,100,0,26,18,25,5,1,14,90,16,13,13,234,32,38,0,829,291
wpi6p17372196220r04,IC6.png,Left,16,24,113,6,16,22,450,104,90,69,3094,116,90,2,7,10,53,3,8,11,127,49,37,32,335,46,42,1,1118,426
wpi6p17372196220r04,IC7.png,Right,16,160,75,63,74,50,412,20,17,38,2571,27,93,21,5,65,35,29,33,27,121,9,7,12,337,16,45,9,1066,413
wpi6p17372196220r04,IC8.png,Right,41,99,94,68,80,83,228,35,10,54,3332,135,82,16,14,39,41,29,33,37,78,15,5,24,329,57,33,7,1025,412
wpi6p17372196220r04,IC9.png,Right,14,85,26,40,18,17,442,182,18,64,2683,46,36,4,7,35,11,15,8,9,108,51,6,23,259,20,13,2,992,308
wpi6p17372196220r04,P1.png,Left,50,12,38,4,32,14,109,68,61,23,2258,44,44,28,23,6,19,2,13,6,35,30,22,11,176,21,19,7,527,214
wpi6p17372196220r04,P10.png,Right,20,55,30,39,42,44,174,31,8,20,1711,185,50,6,7,25,12,16,17,17,51,9,4,10,203,62,24,3,704,257
wpi6p17372196220r04,P11.png,Right,44,242,208,124,42,103,294,54,18,79,3492,30,72,2,16,78,70,35,19,37,80,16,6,28,342,14,29,1,1312,429
wpi6p17372196220r04,P12.png,Right,52,177,92,58,58,74,226,18,8,38,2469,64,93,6,18,68,33,25,23,34,63,8,3,14,281,28,38,3,964,358
wpi6p17372196220r04,P2.png,Left,72,37,156,79,179,86,159,171,122,104,5844,69,77,87,28,18,54,35,78,37,51,60,48,47,463,23,31,36,1398,546
wpi6p17372196220r04,P3.png,Left,120,45,354,12,283,118,220,113,134,175,5503,138,147,35,42,17,122,6,88,45,78,41,50,63,549,50,61,13,1894,676
wpi6p17372196220r04,P4.png,Left,8,16,56,2,16,30,448,50,30,44,1854,94,52,2,4,8,25,1,8,12,91,21,11,17,201,41,25,1,848,265
wpi6p17372196220r04,P5.png,Left,12,22,78,0,71,17,289,163,78,70,3277,61,138,5,4,7,29,0,25,7,65,56,28,31,270,21,48,2,1004,323
wpi6p17372196220r04,P6.png,Left,162,40,154,10,68,29,416,135,99,95,5583,162,141,8,62,16,61,4,22,15,121,64,44,46,447,58,55,5,1519,573
wpi6p17372196220r04,P7.png,Right,24,100,91,113,112,73,326,95,70,61,4810,64,70,19,9,42,38,40,38,33,106,40,27,29,386,23,32,6,1218,463
wpi6p17372196220r04,P8.png,Right,44,110,24,156,30,107,46,10,2,55,1930,68,68,18,18,43,10,58,13,46,17,3,1,23,224,26,22,8,738,288
wpi6p17372196220r04,P9.png,Right,34,104,72,36,32,45,377,60,32,28,3771,48,56,12,13,36,28,15,11,18,92,24,13,11,256,21,23,5,936,310
wpi6173376y1l465318,CC1.png,Left,10,2,8,0,0,0,52,0,0,0,477,24,16,0,7,2,4,0,0,0,34,0,0,0,62,18,10,0,112,75
wpi6173376y1l465318,CC10.png,Right,2,0,0,0,0,0,3,0,0,0,520,2,1,0,2,0,0,0,0,0,2,0,0,0,8,2,1,0,8,7
wpi6173376y1l465318,CC11.png,Right,13,0,0,0,0,0,23,2,0,0,569,28,5,0,9,0,0,0,0,0,15,1,0,0,36,15,3,0,71,43
wpi6173376y1l465318,CC12.png,Right,6,4,0,0,0,0,42,1,0,1,651,16,10,0,3,3,0,0,0,0,25,1,0,1,35,9,6,0,80,48
wpi6173376y1l465318,CC2.png,Left,1,2,18,0,2,0,41,0,0,2,537,9,13,0,1,2,9,0,2,0,23,0,0,1,45,9,9,0,88,56
wpi6173376y1l465318,CC3.png,Left,6,12,8,2,2,3,104,0,0,2,658,19,18,0,6,9,6,2,1,3,51,0,0,1,77,18,12,0,176,109
wpi6173376y1l465318,CC4.png,Left,11,2,0,0,0,0,34,0,0,0,381,23,23,0,8,1,0,0,0,0,14,0,0,0,36,11,14,0,93,48
wpi6173376y1l465318,CC5.png,Left,6,0,0,0,0,0,6,0,0,0,381,2,1,0,5,0,0,0,0,0,5,0,0,0,13,2,1,0,15,13
wpi6173376y1l465318,CC6.png,Left,5,0,0,0,0,0,29,0,0,0,603,5,13,0,5,0,0,0,0,0,17,0,0,0,23,4,6,0,52,32
wpi6173376y1l465318,CC7.png,Right,1,1,0,0,0,0,19,0,0,0,472,6,2,0,1,1,0,0,0,0,14,0,0,0,18,4,1,0,29,21
wpi6173376y1l465318,CC8.png,Right,3,0,0,0,0,0,52,8,0,1,743,12,4,0,1,0,0,0,0,0,32,6,0,1,49,11,4,0,80,55
wpi6173376y1l465318,CC9.png,Right,3,2,4,0,1,0,14,0,0,0,581,4,1,0,2,2,4,0,1,0,11,0,0,0,23,3,1,0,29,24
wpi6173376y1l465318,P1.png,Left,10,1,14,0,11,1,31,6,2,4,421,13,7,1,10,1,12,0,8,1,17,5,2,4,63,11,5,1,101,77
wpi6173376y1l465318,P10.png,Right,3,10,0,0,0,1,25,3,1,1,406,12,12,0,3,7,0,0,0,1,14,3,1,1,36,8,9,0,68,47
wpi6173376y1l465318,P11.png,Right,7,17,4,5,0,5,47,32,3,11,532,6,14,0,6,15,2,4,0,2,30,17,2,8,79,4,10,0,151,100
wpi6173376y1l465318,P12.png,Right,8,77,18,26,2,23,71,33,24,50,1036,17,19,1,8,47,9,16,2,16,41,17,18,33,179,11,13,1,369,232
wpi6173376y1l465318,P2.png,Left,4,11,3,9,0,3,28,0,0,3,465,3,6,0,3,7,3,4,0,3,17,0,0,1,36,3,5,0,70,46
wpi6173376y1l465318,P3.png,Left,0,1,13,0,0,0,55,0,0,0,399,13,7,0,0,1,7,0,0,0,26,0,0,0,39,8,7,0,89,49
wpi6173376y1l465318,P4.png,Left,19,0,2,0,0,0,5,5,0,0,414,7,9,0,11,0,2,0,0,0,3,3,0,0,28,7,6,0,47,32
wpi6173376y1l465318,P5.png,Left,21,0,2,0,0,1,5,3,0,0,509,12,11,0,11,0,2,0,0,1,3,2,0,0,32,11,8,0,55,38
wpi6173376y1l465318,P6.png,Left,10,5,1,1,0,1,43,1,0,0,732,22,13,0,9,3,1,1,0,1,27,1,0,0,60,16,9,0,97,68
wpi6173376y1l465318,P7.png,Right,9,2,0,0,0,2,20,0,1,0,594,11,6,0,7,2,0,0,0,1,12,0,1,0,33,9,4,0,51,36
wpi6173376y1l465318,P8.png,Right,19,7,1,0,0,1,21,0,0,1,919,9,7,0,13,5,1,0,0,1,15,0,0,1,37,7,7,0,66,50
wpi6173376y1l465318,P9.png,Right,39,26,6,0,1,0,73,32,14,10,1255,36,17,0,31,18,4,0,1,0,45,23,9,7,146,26,13,0,254,177
wpi61d732z553804786,CC1.png,Left,0,8,32,8,86,16,14,6,56,42,646,10,4,41,0,4,11,4,32,7,5,3,25,19,100,4,2,12,323,128
wpi61d732z553804786,CC10.png,Right,0,14,10,51,46,30,0,0,6,14,437,0,2,6,0,6,5,23,18,14,0,0,3,7,58,0,1,3,179,80
wpi61d732z553804786,CC11.png,Right,4,41,49,60,66,48,78,20,36,14,2218,8,8,28,2,18,21,25,27,20,23,10,14,7,146,3,4,13,460,187
wpi61d732z553804786,CC12.png,Right,0,54,16,70,42,28,8,24,10,18,1169,0,14,34,0,17,7,28,21,14,4,12,5,9,108,0,4,15,318,136
wpi61d732z553804786,CC2.png,Left,4,22,58,38,132,40,61,83,140,80,2797,6,14,53,2,8,23,17,48,18,16,33,54,35,226,3,5,23,731,285
wpi61d732z553804786,CC3.png,Left,10,38,84,60,148,54,22,69,72,60,2777,0,10,98,4,16,39,24,59,24,9,29,31,25,242,0,5,44,725,309
wpi61d732z553804786,CC4.png,Left,0,24,28,2,18,10,6,4,16,18,638,0,2,2,0,10,11,1,7,4,3,2,8,7,43,0,1,1,130,55
wpi61d732z553804786,CC5.png,Left,0,8,62,20,67,26,0,26,58,38,1014,0,2,12,0,3,20,10,28,12,0,10,26,18,100,0,1,6,319,134
wpi61d732z553804786,CC6.png,Left,10,8,92,10,106,41,38,126,119,106,2422,4,24,34,5,4,41,4,38,18,11,51,47,41,230,2,10,15,718,287
wpi61d732z553804786,CC7.png,Right,0,16,12,34,17,16,6,6,0,4,850,2,0,16,0,6,4,16,7,7,2,3,0,2,45,1,0,7,129,55
wpi61d732z553804786,CC8.png,Right,18,59,25,9,45,26,50,10,12,10,1264,12,20,10,9,23,11,4,17,9,18,5,6,5,99,6,8,5,306,126
wpi61d732z553804786,CC9.png,Right,4,34,62,35,44,36,19,6,22,20,1410,4,12,10,2,12,26,13,19,14,8,3,9,10,99,2,5,5,308,128
wpi61d732z553804786,P1.png,Left,2,2,32,2,22,8,17,24,30,52,930,2,0,6,1,1,13,1,10,3,5,9,15,17,64,1,0,3,199,79
wpi61d732z553804786,P10.png,Right,2,38,32,36,42,37,6,12,8,32,811,6,6,28,1,14,13,16,17,14,3,5,4,14,96,3,3,10,285,117
wpi61d732z553804786,P11.png,Right,0,59,43,120,38,40,6,12,28,34,1708,0,8,77,0,23,15,48,15,16,2,4,13,16,149,0,4,34,465,190
wpi61d732z553804786,P12.png,Right,18,49,25,61,46,36,12,38,32,41,1975,2,10,62,8,22,10,28,21,17,6,12,12,19,138,1,4,25,432,185
wpi61d732z553804786,P2.png,Left,0,20,48,28,123,36,9,46,81,51,2291,0,8,73,0,9,23,13,45,16,4,20,35,23,181,0,4,30,523,222
wpi61d732z553804786,P3.png,Left,4,38,138,38,134,70,155,112,178,122,3251,6,26,47,2,17,49,16,57,28,44,43,74,53,333,3,10,21,1068,417
wpi61d732z553804786,P4.png,Left,0,10,40,12,54,12,18,50,19,60,856,4,6,8,0,4,16,3,21,5,6,19,8,27,87,2,3,4,293,118
wpi61d732z553804786,P5.png,Left,2,10,39,12,59,24,12,76,63,30,1718,2,6,40,1,4,17,5,21,10,5,32,26,13,126,1,2,15,375,152
wpi61d732z553804786,P6.png,Left,8,26,62,21,98,26,88,50,49,60,1987,2,20,36,4,9,24,9,31,12,29,22,19,25,170,1,8,15,546,208
wpi61d732z553804786,P7.png,Right,4,68,16,58,20,28,144,14,15,35,990,12,28,22,2,31,7,26,8,11,33,7,5,13,118,4,11,9,464,167
wpi61d732z553804786,P8.png,Right,2,12,28,74,56,42,92,22,67,22,866,12,2,20,1,5,12,27,16,15,26,9,25,11,128,5,1,9,451,162
wpi61d732z553804786,P9.png,Right,2,86,64,138,114,78,84,45,42,54,3142,6,34,108,1,33,27,56,50,30,24,19,19,21,258,3,14,42,855,339
wpi61c730p668698806,IC1.png,Left,22,72,38,24,4,23,144,13,9,6,1106,20,17,6,11,31,15,11,2,11,61,6,4,3,136,9,8,3,398,175
wpi61c730p668698806,IC10.png,Right,19,59,31,31,8,14,122,62,28,36,1612,8,35,12,9,25,15,15,4,7,49,28,14,16,158,4,16,5,465,207
wpi61c730p668698806,IC11.png,Right,4,39,2,6,0,0,60,31,6,10,636,14,20,2,2,17,1,3,0,0,21,14,3,5,53,6,9,1,194,82
wpi61c730p668698806,IC12.png,Right,19,33,23,10,0,13,146,35,14,16,1084,35,28,10,8,15,11,4,0,5,53,13,5,8,118,17,13,4,382,156
wpi61c730p668698806,IC2.png,Left,12,55,48,38,20,18,120,14,2,6,1247,21,25,15,6,21,21,17,10,8,50,5,1,3,137,9,12,6,394,169
wpi61c730p668698806,IC3.png,Left,19,51,42,25,18,20,102,30,9,19,1133,28,17,3,8,24,20,11,8,10,40,12,4,8,128,13,8,1,383,167
wpi61c730p668698806,IC4.png,Left,9,29,13,6,18,4,83,2,2,11,630,19,12,6,4,12,6,3,8,2,31,1,1,4,72,9,6,3,214,90
wpi61c730p668698806,IC5.png,Left,0,4,18,10,11,0,47,0,0,6,464,4,2,4,0,2,8,5,5,0,22,0,0,3,42,2,1,1,106,49
wpi61c730p668698806,IC6.png,Left,4,31,29,14,8,6,105,2,0,8,740,7,14,0,2,14,12,7,4,3,36,1,0,4,79,2,7,0,228,92
wpi61c730p668698806,IC7.png,Right,16,16,2,2,0,2,64,26,8,16,440,15,15,2,7,7,1,1,0,1,21,11,4,8,53,7,7,1,184,76
wpi61c730p668698806,IC8.png,Right,10,29,17,38,13,7,104,19,18,24,1375,15,22,4,5,10,8,15,6,3,43,9,8,10,109,7,10,2,320,136
wpi61c730p668698806,IC9.png,Right,7,75,30,32,10,36,99,41,35,27,1407,14,20,9,3,33,12,14,5,17,45,18,16,13,151,7,10,4,435,197
wpi61c730p668698806,P1.png,Left,10,6,10,11,8,8,35,6,2,9,590,6,12,9,5,3,5,4,4,4,13,3,1,4,48,3,6,4,132,59
wpi61c730p668698806,P10.png,Right,4,10,2,4,0,2,39,7,11,9,381,22,14,2,2,5,1,2,0,1,18,4,5,3,45,10,7,1,126,59
wpi61c730p668698806,P11.png,Right,6,34,4,10,3,5,78,37,18,35,1019,18,18,4,3,16,2,5,1,2,31,17,9,14,99,8,9,2,270,119
wpi61c730p668698806,P12.png,Right,6,34,2,18,4,8,105,53,49,31,1290,28,20,6,3,17,1,8,1,4,40,24,23,13,120,13,8,3,364,158
wpi61c730p668698806,P2.png,Left,22,62,51,33,29,47,99,12,2,16,1297,34,26,4,9,25,25,16,12,23,41,5,1,7,148,16,12,2,437,194
wpi61c730p668698806,P3.png,Left,5,56,25,37,8,20,155,8,4,11,1487,10,44,10,2,22,10,16,4,10,58,4,2,5,117,5,16,5,393,159
wpi61c730p668698806,P4.png,Left,9,12,13,2,8,14,55,2,0,4,389,2,10,2,3,6,5,1,3,7,20,1,0,2,47,1,5,1,133,55
wpi61c730p668698806,P5.png,Left,14,16,16,6,5,4,36,0,2,4,604,10,11,2,7,8,8,3,2,2,15,0,1,2,47,5,5,1,126,59
wpi61c730p668698806,P6.png,Left,18,34,22,27,10,25,95,0,2,6,1133,4,8,6,8,16,11,13,4,12,38,0,1,3,97,2,4,3,257,115
wpi61c730p668698806,P7.png,Right,18,15,7,19,4,9,69,4,20,14,729,18,21,2,9,7,3,6,2,4,26,2,8,7,67,9,8,1,220,92
wpi61c730p668698806,P8.png,Right,2,61,11,19,0,18,58,33,24,20,920,5,14,7,1,27,5,8,0,5,20,14,10,8,86,2,7,2,272,109
wpi61c730p668698806,P9.png,Right,2,11,0,6,0,4,72,31,13,19,824,13,22,6,1,5,0,2,0,2,28,15,6,9,74,6,8,3,199,85
wpi61733687k3402p19,CC1.png,Left,12,20,62,29,54,21,66,20,14,41,981,12,16,0,6,9,24,9,17,9,22,9,6,13,109,6,6,0,367,136
wpi61733687k3402p19,CC10.png,Right,14,38,19,12,22,28,102,8,16,10,891,10,25,0,6,15,8,5,9,10,27,4,4,4,85,4,11,0,304,107
wpi61733687k3402p19,CC11.png,Right,6,23,9,10,17,6,97,39,15,22,1121,33,14,2,3,9,4,4,7,3,32,16,5,7,84,13,4,1,293,108
wpi61733687k3402p19,CC12.png,Right,62,68,24,26,23,16,152,30,8,22,1498,37,31,0,28,28,11,11,7,7,44,12,4,9,151,14,14,0,499,189
wpi61733687k3402p19,CC2.png,Left,27,22,119,18,90,29,149,34,33,43,1978,16,48,4,11,8,38,7,32,13,46,13,12,16,179,6,20,2,632,224
wpi61733687k3402p19,CC3.png,Left,12,16,28,20,54,26,164,16,32,23,1409,36,25,10,6,8,13,7,20,13,48,7,12,8,137,13,12,5,462,172
wpi61733687k3402p19,CC4.png,Left,34,11,40,38,24,16,79,18,15,12,925,31,22,0,14,5,18,13,10,7,27,8,7,5,103,12,9,0,340,135
wpi61733687k3402p19,CC5.png,Left,66,2,51,18,25,2,145,52,22,22,1771,52,42,0,22,1,21,4,9,1,47,21,9,8,146,17,18,0,499,178
wpi61733687k3402p19,CC6.png,Left,52,0,26,13,36,12,103,35,31,31,1582,38,32,6,20,0,12,5,14,5,34,16,10,13,134,17,16,3,415,165
wpi61733687k3402p19,CC7.png,Right,38,39,22,25,13,11,129,22,8,18,1407,42,15,0,15,16,10,8,6,5,46,10,4,8,124,17,6,0,382,151
wpi61733687k3402p19,CC8.png,Right,27,38,12,38,0,7,144,13,4,13,1231,41,30,0,11,13,5,13,0,3,42,6,2,5,100,16,13,0,367,129
wpi61733687k3402p19,CC9.png,Right,21,72,44,25,26,30,108,27,31,18,1875,32,46,13,10,28,21,10,11,12,34,12,12,9,156,14,17,6,493,196
wpi61733687k3402p19,P1.png,Left,34,23,110,10,72,56,419,86,40,50,2398,36,42,0,15,9,41,3,28,23,110,30,11,22,260,15,18,0,978,325
wpi61733687k3402p19,P10.png,Right,14,23,30,29,26,27,159,34,36,22,1700,27,20,6,6,10,15,10,10,9,55,12,13,11,139,12,9,2,453,174
wpi61733687k3402p19,P11.png,Right,38,23,21,33,43,11,236,43,53,29,1947,66,14,2,16,9,8,9,13,4,65,17,20,11,174,28,5,1,612,206
wpi61733687k3402p19,P12.png,Right,6,47,16,16,25,14,259,23,40,18,1727,53,18,0,3,21,7,8,11,5,66,10,14,9,154,20,7,0,535,181
wpi61733687k3402p19,P2.png,Left,15,39,85,28,74,56,158,34,34,37,1291,17,29,6,6,16,31,10,24,21,51,12,14,16,169,8,9,3,612,221
wpi61733687k3402p19,P3.png,Left,18,24,53,43,108,46,186,18,17,38,1527,36,22,26,8,12,23,15,40,20,58,7,5,14,184,13,11,8,635,234
wpi61733687k3402p19,P4.png,Left,4,14,35,22,49,36,177,22,25,29,1159,14,11,18,2,7,16,9,20,13,47,9,8,13,125,6,5,7,456,162
wpi61733687k3402p19,P5.png,Left,32,24,54,18,16,11,185,49,26,26,1578,33,34,4,14,11,20,7,6,5,58,15,7,11,144,15,16,2,512,187
wpi61733687k3402p19,P6.png,Left,49,40,146,7,47,57,464,69,43,89,3124,92,101,63,21,12,44,3,15,23,130,24,15,30,326,34,39,12,1267,402
wpi61733687k3402p19,P7.png,Right,30,56,41,19,26,17,226,31,16,23,1397,53,51,0,12,27,19,7,12,5,74,13,8,7,185,21,20,0,589,225
wpi61733687k3402p19,P8.png,Right,8,31,41,22,24,27,163,21,17,12,1932,37,12,0,4,13,13,9,11,12,50,9,6,5,130,16,6,0,415,154
wpi61733687k3402p19,P9.png,Right,14,60,34,53,39,35,217,46,50,28,2835,62,27,23,7,23,15,21,17,15,74,19,16,12,222,26,13,6,688,264
wpi61f730130297q771,CC1.png,Left,0,15,8,10,12,2,26,9,0,2,147,0,4,0,0,6,4,2,5,1,9,3,0,1,25,0,2,0,88,33
wpi61f730130297q771,CC10.png,Right,5,19,8,6,0,10,2,2,2,2,132,0,2,0,1,8,2,3,0,5,1,1,1,1,19,0,1,0,58,24
wpi61f730130297q771,CC11.png,Right,0,2,5,9,2,5,0,4,10,8,126,0,2,2,0,1,3,4,1,2,0,2,4,4,15,0,1,1,49,23
wpi61f730130297q771,CC12.png,Right,2,4,3,2,2,2,20,6,0,0,139,2,0,0,1,2,1,1,1,1,9,2,0,0,17,1,0,0,43,19
wpi61f730130297q771,CC2.png,Left,4,0,13,0,10,6,13,10,0,8,161,0,0,0,2,0,3,0,5,3,3,5,0,3,21,0,0,0,64,24
wpi61f730130297q771,CC3.png,Left,5,0,4,2,10,2,9,3,0,3,211,4,0,2,2,0,2,1,3,1,3,1,0,1,12,2,0,1,44,17
wpi61f730130297q771,CC4.png,Left,0,7,27,6,21,18,22,2,6,12,349,6,0,5,0,4,12,2,9,9,7,1,2,4,44,3,0,2,132,55
wpi61f730130297q771,CC5.png,Left,0,4,5,4,9,6,4,0,0,0,101,0,4,4,0,2,2,2,3,2,2,0,0,0,12,0,2,2,40,17
wpi61f730130297q771,CC6.png,Left,0,4,2,1,2,10,5,4,0,4,160,0,6,7,0,2,1,1,1,5,2,2,0,2,16,0,2,3,45,21
wpi61f730130297q771,CC7.png,Right,5,14,9,0,19,4,14,8,0,0,364,4,4,12,2,5,3,0,7,2,5,3,0,0,31,2,2,4,93,35
wpi61f730130297q771,CC8.png,Right,0,2,0,6,0,4,9,5,3,0,68,0,0,0,0,1,0,3,0,1,4,2,1,0,10,0,0,0,29,12
wpi61f730130297q771,CC9.png,Right,0,8,0,7,0,10,8,5,4,19,165,0,4,4,0,4,0,3,0,2,3,1,2,7,17,0,2,2,69,26
wpi61f730130297q771,P1.png,Left,6,7,23,22,10,16,45,21,13,16,643,13,21,2,3,3,10,10,5,7,17,8,6,8,78,6,9,1,215,93
wpi61f730130297q771,P10.png,Right,2,15,5,8,0,11,0,2,4,4,92,0,0,0,1,4,2,3,0,5,0,1,2,2,15,0,0,0,51,20
wpi61f730130297q771,P11.png,Right,6,37,0,19,6,10,12,17,4,12,310,6,12,8,2,15,0,8,2,5,5,5,2,5,44,3,5,4,149,61
wpi61f730130297q771,P12.png,Right,0,27,0,8,0,4,26,12,4,10,239,2,18,2,0,14,0,3,0,1,11,6,2,5,37,1,8,1,113,52
wpi61f730130297q771,P2.png,Left,0,58,12,61,30,32,12,0,0,2,900,0,0,6,0,25,5,22,14,14,5,0,0,1,75,0,0,3,213,89
wpi61f730130297q771,P3.png,Left,0,8,19,4,11,10,18,2,7,6,179,3,2,4,0,3,9,2,5,4,5,1,3,3,32,1,1,2,94,39
wpi61f730130297q771,P4.png,Left,0,0,4,0,0,4,8,8,0,12,123,2,4,0,0,0,2,0,0,2,3,4,0,4,16,1,2,0,42,18
wpi61f730130297q771,P5.png,Left,0,2,7,0,2,3,8,4,0,6,163,4,6,0,0,1,3,0,1,1,4,1,0,2,17,2,3,0,42,18
wpi61f730130297q771,P6.png,Left,8,4,15,2,4,4,2,6,0,6,173,2,2,2,4,2,6,1,2,2,1,3,0,3,21,1,1,1,57,27
wpi61f730130297q771,P7.png,Right,4,19,0,6,8,4,13,7,0,6,207,3,14,0,1,9,0,3,4,2,5,3,0,3,27,1,5,0,84,36
wpi61f730130297q771,P8.png,Right,0,10,21,15,2,12,0,0,0,2,175,0,0,4,0,5,9,5,1,4,0,0,0,1,24,0,0,2,66,27
wpi61f730130297q771,P9.png,Right,0,16,2,23,0,14,79,47,8,16,539,2,6,8,0,8,1,10,0,6,30,19,4,6,66,1,3,3,221,91
wpi6173838737tl8734,IC1.png,Left,2,40,10,8,4,16,31,11,10,6,294,0,8,0,1,15,4,4,2,6,10,5,3,3,42,0,4,0,146,57
